Client_id;Identificador Cuenta; Negocio - Valor ;Negocio - Valor OK;Negocio - Tasa de Interés;P.P.Tasa;Tasa Ponderada;Negocio - Plazo;Negocio - Plazo OK;P.P.Plazo;Negocio - Sempli Score;Negocio - Sempli Score OK;Negocio - Score Experian Enero/19;Cliente;Cliente valor;Negocio - Fecha de ganado;Negocio - Fecha de ganado;Mes;Q;Año ganado;Negocio - Producto (Destinación);Negocio - Producto (Destinación);Negocio - Producto (Destinación) OK;Negocio - Plan de Pagos;Organización - Sector;Organización - Sector OK;Sector - Ok;Organización - Canal de Captura;Organización - Canal de Captura OK;Organización - Tipo de Empresa;Organización - Número de empleados;Organización - Número de empleados Mujeres;Organización - Número de empleados Mujeres con cargo directivo;Organización - Número de empleados OK;Organización - Año de Constitución;Organización - Año de Constitución OK;Organización - CIIU;Clase;División;División;Actividad eco  SEMPLI;Organización - Ciudad;Organización - Ciudad;Persona - Cargo;Organización - Estrato;Organización - Acceso a la banca;Negocio - Mujeres Empresarias;Oportunidad/Inclusión;ESG;Empresa - Tratos ganados;Trato - ID;Estado;Negocio - Seguro de Vida;Negocio - Tipo de Garantía;Empresa - Edad Empresarios;Empresa - Edad Empresarios OK;COVID19;Negocio - Subpoblación;Negocio - Score bureau;Negocio - Huella de consulta;Negocio - Alertas;Negocio - Procesos Judiciales;Máx Marzo17;Máx Abril17;Máx Mayo17;Máx Junio17;Máx Julio17;Máx Agos17;Máx Sept17;Máx Oct17;Máx Nov17;Máx Dic17;Máx Enero18;Máx Feb18;Máx Marzo18;Máx Abril18;Máx Mayo18;Máx Junio18;Máx Julio18;Máx Agos18;Máx Sept18;Máx Oct18;Máx Nov18;Máx Dic18;Máx Ene19;Máx Feb19;Máx Mar19;Máx Abr19;Máx May19;Máx Jun19;Máx Jul19;Máx Ago19;Máx Sep19;Máx Oct19;Máx Nov19;Máx Dic19;Máx Ene20;Máx Feb20;Máx Mar20;Máx Abr20;Máx May20;Máx Jun20;Máx JuL20;Máx Ago20;Máx Sep20;Máx Oct20;Máx Nov20;Máx Dic20;Máx Ene21;Máx Feb21;Máx Mar21;Máx Abr21;Máx May21;Máx Jun21;Máx Jul21;Máx Ago21;Máx Sep21;Máx Oct21;Máx Nov21;Máx Dic21;Máx Ene22;Máx Feb22;Máx Mar22;Máx Abr22;Máx May22;Máx Jun22;Máx Jul22;Máx Ago22;MAX ;Deterioro Cartera;Comportamiento;Mes >=30;Valor mora;icv;icv30;31/12/17;31/12/18;31/12/19;31/12/20;TU;PREPAGOS;CUOTAS;;;;;;;;;;;;;;;;;;;;;;;;;;
158101;3850; 60.000.000 ;0 a 100;1,3; 78.000.000 ;#REF!;36;25 a 36;2160000000;613;581 a 669;;Renovación;1;2020-12-19 00:00:00;2020-12-19;2020-12;2020-Q4;2020;CR - Activos fijos;CR ;Growth;Mensual Tasa Fija;Industria;Industria;Industria;Partnerships;Partnerships;Venture;11;5;1;11 a 50;2017;2014-2017;2023;"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador";20;Fabricación de sustancias y productos químicos;Manufacturing;Medellín;Medellín AM;Accionista;3;Si;Si;;No aplica;2;7210;;Si;FNG;33;25 - 34;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Bueno;Siempre al día;Menos de 30;0;;0;;;;0;ACTIVE;#N/D;3850;;;;;;;;;;;;;;;;;;;;;;;;;;
255820;3852; 200.000.000 ;101 a 200;1,4; 280.000.000 ;#REF!;36;25 a 36;7200000000;632;581 a 669;;Nuevo;0;2020-12-18 16:53:12;2020-12-18;2020-12;2020-Q4;2020;KT - CO Compra de inventario;KT - CO;KT - CO;Mensual Tasa Fija;Comercio;Comercio;Industria;Digital;Posicionamiento;Venture;12;4;0;11 a 50;2019;2018 en adelante;1012;Procesamiento y conservación de pescados, crustáceos y moluscos;10;Elaboración de productos alimenticios;Manufacturing;Envigado;Medellín AM;Accionista;4;Si;No;;No aplica;1;7111;Castigo;Si;FNG;28;25 - 34;No;Sub 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2;0;0;0;14;10;41;71;102;133;161;192;223;254;284; ;;284;Atrasado;Ha entrado en PAR30;Menos de 30;1;;0;;;;0;ACTIVE;A;3852;;;;;;;;;;;;;;;;;;;;;;;;;;
199828;3845; 50.000.000 ;0 a 100;1,6; 80.000.000 ;#REF!;36;25 a 36;1800000000;487;0 a 580;;Nuevo;0;2020-12-18 10:58:29;2020-12-18;2020-12;2020-Q4;2020;KT - CO Compra de inventario;KT - CO;KT - CO;Mensual Tasa Fija;Comercio;Comercio;Comercio;Digital;Posicionamiento;Seed;6;2;0;1 a 10;2017;2014-2017;4732;COMERCIO AL POR MENOR DE LUBRICANTES (ACEITES, GRASAS), ADITIVOS Y PRODUCTOS DE LIMPIEZA PARA VEHÍCULOS AUTOMOTORES;47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Medellín;Medellín AM;;3;No;No;;No aplica;1;6634;COVID19;Si;FNG;26;25 - 34;No;Sub 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;13;11;13;12;0;14;10;41;12;;;;;;;; ;;41;Atrasado;Ha entrado en PAR30;Menos de 30;1;;0;;;;0;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
175702;3849; 100.000.000 ;0 a 100;1,4; 140.000.000 ;#REF!;36;25 a 36;3600000000;560;0 a 580;;Nuevo;0;2020-12-18 10:57:34;2020-12-18;2020-12;2020-Q4;2020;CR - Activos fijos;CR ;Growth;Mensual Tasa Fija;Industria;Industria;Industria;Digital;Posicionamiento;Venture;28;14;4;11 a 50;2013;2010-2013;1081;Elaboración de productos de panadería;10;Elaboración de productos alimenticios;Manufacturing;Medellín;Medellín AM;;3;Si;No;;No aplica;1;7115;COVID19 2.0;Si;FNG;29;25 - 34;No;Sub 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;4;13;43;;;;;;;;;;;;; ;;43;Atrasado;Ha entrado en PAR30;Menos de 30;1;;0;;;;0;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
066783;3838; 160.000.000 ;101 a 200;1,5; 240.000.000 ;#REF!;36;25 a 36;5760000000;663;581 a 669;;Nuevo;0;2020-12-17 17:02:46;2020-12-17;2020-12;2020-Q4;2020;CR - Activos fijos;CR ;Growth;Mensual Tasa Fija;Servicios;Servicios;Servicios;Directo;Directo;Seed;4;1;0;1 a 10;2017;2014-2017;5229;Otras actividades complementarias al transporte;52;Almacenamiento y actividades complementarias al transporte;Transport, Logistics;Medellín;Medellín AM;Contador;5;No;No;;No aplica;1;7212;;Si;Pagaré desmaterializado;47;Mayor de 45;No;Sub 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;6;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;0;;;;0;ACTIVE;#N/D;3838;;;;;;;;;;;;;;;;;;;;;;;;;;
214694;3841; 35.000.000 ;0 a 100;1,4; 49.000.000 ;#REF!;18;13 a 24;630000000;685;670 en adelante;;Nuevo;0;2020-12-17 17:01:11;2020-12-17;2020-12;2020-Q4;2020;KT - CO Pago proveedores;KT - CO;KT - CO;Mensual Tasa Fija;Comercio;Comercio;Comercio;Digital;Posicionamiento;Seed;5;2;1;1 a 10;2008;2006-2009;4645;Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador;46;Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;;3;No;Si;;No aplica;1;6792;Pagado;Si;FNG;40;35-44;No;Sub 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;3;3;7;1;10;7;6;0;13;10;13; ;;13;Bueno;Máxima altura entre 11 y 20;Menos de 30;0;;0;;;;0;ACTIVE;#N/D;3841;;;;;;;;;;;;;;;;;;;;;;;;;;
643733;3833; 100.000.000 ;0 a 100;1,5; 150.000.000 ;#REF!;36;25 a 36;3600000000;632;581 a 669;;Nuevo;0;2020-12-16 18:28:47;2020-12-16;2020-12;2020-Q4;2020;KT - CO Compra de inventario;KT - CO;KT - CO;Mensual Tasa Fija;Comercio;Comercio;Comercio;Digital;Posicionamiento;Scale Up;17;5;0;11 a 50;2013;2010-2013;4659;Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;46;Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;;4;Si;No;;No aplica;1;7124;Pagado;Si;FNG;27;25 - 34;No;Sub 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;; ;;0;Bueno;Siempre al día;Menos de 30;0;;0;;;;0;#N/D;P;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
862831;3693; 20.000.000 ;0 a 100;1,6; 32.000.000 ;#REF!;12;0 a 12;240000000;656;581 a 669;;Renovación;1;2020-12-16 17:35:58;2020-12-16;2020-12;2020-Q4;2020;KT - CO Pago de nómina;KT - CO;KT - CO;Mensual Tasa Fija;Servicios;Servicios;Servicios;Directo;Directo;Venture;53;34;2;51 a 200;2015;2014-2017;6209;Otras actividades de tecnologías de información y actividades de servicios informáticos;62;Desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas), consultoría informática y actividades relacionadas;Software and Communications;Bogotá D.C.;Bogotá AM;;5;Si;No;;Social;2;6996;Pagado;No;Pagaré desmaterializado;46;Mayor de 45;No;Sub 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;1;0;;;;;;;; ;;1;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;0;;;;0;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
712328;3784; 30.000.000 ;0 a 100;1,42; 42.600.000 ;#REF!;36;25 a 36;1080000000;624;581 a 669;;Nuevo;0;2020-12-16 15:53:28;2020-12-16;2020-12;2020-Q4;2020;KT - CO Compra de inventario;KT - CO;KT - CO;Mensual Tasa Fija;Comercio;Comercio;Comercio;Digital;Posicionamiento;Seed;3;0;0;1 a 10;2014;2014-2017;4530;Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores;45;Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;;3;Si;No;;No aplica;1;6186;;Si;FNG;36;35-44;No;Sub 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2;0;0;0;1;1;0;0;0;0;0;0;1;0;1;1;0;2;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;0;;;;0;ACTIVE;#N/D;3784;;;;;;;;;;;;;;;;;;;;;;;;;;
894320;3689; 20.000.000 ;0 a 100;1,6; 32.000.000 ;#REF!;12;0 a 12;240000000;660;581 a 669;;Renovación;1;2020-12-15 18:24:44;2020-12-15;2020-12;2020-Q4;2020;KT - CO Pago de nómina;KT - CO;KT - CO;Mensual Tasa Fija;Industria;Industria;Industria;Partnerships;Partnerships;Seed;8;3;1;1 a 10;2015;2014-2017;3110;Fabricación de muebles ;31;Fabricación de muebles, colchones y somieres;Manufacturing;Bogotá D.C.;Bogotá AM;;3;Si;Si;;No aplica;2;6992;Pagado;Si;FNG;40;35-44;No;Sub 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;; ;;0;Bueno;Siempre al día;Menos de 30;0;;0;;;;0;#N/D;P;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
614542;3792; 55.000.000 ;0 a 100;1,5; 82.500.000 ;#REF!;36;25 a 36;1980000000;677;670 en adelante;;Nuevo;0;2020-12-15 18:00:42;2020-12-15;2020-12;2020-Q4;2020;SP - Entidades financieras;SP;SP;Mensual Tasa Fija;Servicios;Servicios;Comercio;Digital;Posicionamiento;Venture;3;1;1;1 a 10;2013;2010-2013;4659;Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;46;Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Bucaramanga;Otros;;4;Si;Si;;No aplica;1;6909;COVID19;Si;FNG;42;35-44;No;Sub 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;;; ;;10;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;0;;;;0;REFINANCED_60;#N/D;3792;;;;;;;;;;;;;;;;;;;;;;;;;;
868024;3825; 150.000.000 ;101 a 200;1,5; 225.000.000 ;#REF!;6;0 a 12;900000000;568;0 a 580;;Nuevo;0;2020-12-15 16:40:15;2020-12-15;2020-12;2020-Q4;2020;KT - CO Pago proveedores;KT - CO;KT - CO;Mensual Tasa Fija;Servicios;Servicios;Comercio;Digital;Posicionamiento;Scale Up;14;3;0;11 a 50;2012;2010-2013;4752;Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados;47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Cali;Otros;Accionista;5;Si;No;;No aplica;1;7160;Pagado;Si;Pagaré desmaterializado;38;35-44;No;Sub 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;; ;;0;Bueno;Siempre al día;Menos de 30;0;;0;;;;0;#N/D;P;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
258455;3791; 250.000.000 ;201 a 300;1,5; 375.000.000 ;#REF!;36;25 a 36;9000000000;625;581 a 669;;Nuevo;0;2020-12-15 10:41:14;2020-12-15;2020-12;2020-Q4;2020;KT - CO Compra de inventario;KT - CO;KT - CO;Mensual Tasa Fija;Comercio;Comercio;Comercio;Digital;Posicionamiento;Seed;7;2;1;1 a 10;2013;2010-2013;4771;Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados;47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Envigado;Medellín AM;;4;Si;No;;No aplica;1;6906;Pagado;Si;Pagaré desmaterializado;28;25 - 34;No;Sub 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;; ;;0;Bueno;Siempre al día;Menos de 30;0;;0;;;;0;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
360208;3824; 100.000.000 ;0 a 100;1,5; 150.000.000 ;#REF!;24;13 a 24;2400000000;514;0 a 580;;Nuevo;0;2020-12-14 17:43:26;2020-12-14;2020-12;2020-Q4;2020;KT - CO Compra de inventario;KT - CO;KT - CO;Mensual Tasa Fija;Comercio;Comercio;Comercio;Digital;Posicionamiento;Seed;3;1;1;1 a 10;2020;2018 en adelante;4659;Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;46;Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas;Commerce, Mechants, Retail;La ceja;Otros;;4;No;Si;;No aplica;1;7152;Castigo;Si;Pagaré desmaterializado;28;25 - 34;No;Sub 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;12;0;15;17;15;44;75;105;0;167;;;;;; ;;167;Atrasado;Ha entrado en PAR30;Menos de 30;1;;0;;;;0;WRITTEN_OFF;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
591818;3839; 60.000.000 ;0 a 100;1,2; 72.000.000 ;#REF!;12;0 a 12;720000000;593;581 a 669;;Renovación;1;2020-12-14 17:42:17;2020-12-14;2020-12;2020-Q4;2020;KT - CO Compra de inventario;KT - CO;KT - CO;Mensual Tasa Fija;Comercio;Comercio;Comercio;Directo;Directo;Venture;2;1;0;1 a 10;2013;2010-2013;4664;Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario;46;Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Medellín;Medellín AM;Accionista;4;Si;No;;No aplica;3;7195;Pagado;Si;FNG;55;Mayor de 45;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;; ;;0;Bueno;Siempre al día;Menos de 30;0;;0;;;;0;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
695756;3785; 200.000.000 ;101 a 200;1,5; 300.000.000 ;#REF!;24;13 a 24;4800000000;654;581 a 669;;Nuevo;0;2020-12-12 13:23:49;2020-12-12;2020-12;2020-Q4;2020;KT - CO Compra de inventario;KT - CO;KT - CO;Mensual Tasa Fija;Servicios;Servicios;Comercio;Posicionamiento;Posicionamiento;Venture;19;14;1;11 a 50;2014;2014-2017;4645;Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador;46;Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;Accionista;4;Si;Si;;No aplica;1;6805;;Si;Pagaré desmaterializado;48;Mayor de 45;No;Sub 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Bueno;Siempre al día;Menos de 30;0;;0;;;;0;ACTIVE;#N/D;3785;;;;;;;;;;;;;;;;;;;;;;;;;;
028674;3828; 20.000.000 ;0 a 100;1,5; 30.000.000 ;#REF!;24;13 a 24;480000000;593;581 a 669;;Nuevo;0;2020-12-11 13:56:37;2020-12-11;2020-12;2020-Q4;2020;KT - CO Pago de nómina;KT - CO;KT - CO;Mensual Tasa Fija;Servicios;Servicios;Servicios;Digital;Posicionamiento;Seed;6;4;0;1 a 10;2016;2014-2017;8621;Actividades de la práctica médica, sin internación;86;Actividades de atención de la salud humana;Health;Bogotá D.C.;Bogotá AM;;4;No;No;;No aplica;1;7172;Pagado;Si;Pagaré desmaterializado;40;35-44;No;Sub 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;3;0;10;12;10;;;;;;; ;;12;Bueno;Máxima altura entre 11 y 20;Menos de 30;0;;0;;;;0;#N/D;P;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
811901;3701; 20.000.000 ;0 a 100;1,52; 30.400.000 ;#REF!;12;0 a 12;240000000;643;581 a 669;;Renovación;1;2020-12-11 13:56:18;2020-12-11;2020-12;2020-Q4;2020;KT - CO Pago de nómina;KT - CO;KT - CO;Mensual Tasa Fija;Servicios;Servicios;Servicios;Plataforma;Digital;Venture;10;8;1;1 a 10;2015;2014-2017;7911;Actividades de las agencias de viaje;79;Actividades de las agencias de viajes, operadores turísticos, servicios de reserva y actividades relacionadas;Tourism, Hotels and Restaurants;Medellín;Medellín AM;;4;Si;No;;No aplica;3;7004;COVID19 2.0;No;Pagaré desmaterializado;42;35-44;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;20;50;81;;;;;;;;;;;;;; ;;81;Atrasado;Ha entrado en PAR30;Menos de 30;1;;0;;;;0;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
895760;3831; 100.000.000 ;0 a 100;1,2; 120.000.000 ;#REF!;36;25 a 36;3600000000;675;670 en adelante;;Renovación;1;2020-12-11 13:55:50;2020-12-11;2020-12;2020-Q4;2020;KT - CO Compra de inventario;KT - CO;KT - CO;Mensual Tasa Fija;Comercio;Comercio;Comercio;Digital;Posicionamiento;Seed;3;2;1;1 a 10;2015;2014-2017;4652;Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones;46;Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Medellín;Medellín AM;;6;Si;No;;No aplica;5;7192;;Si;Pagaré desmaterializado;31;25 - 34;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;1;7;8;14;9;1;10;0;0;0;1;1;0;14;Bueno;Máxima altura entre 11 y 20;Menos de 30;0;;0;;;;0;ACTIVE;#N/D;3831;;;;;;;;;;;;;;;;;;;;;;;;;;
185087;3815; 150.000.000 ;101 a 200;1,5; 225.000.000 ;#REF!;36;25 a 36;5400000000;680;670 en adelante;;Nuevo;0;2020-12-11 11:47:07;2020-12-11;2020-12;2020-Q4;2020;KT - EX Contratación de personal;KT - EX;Growth;Mensual Tasa Fija;Servicios;Servicios;Servicios;Directo;Directo;Seed;12;3;1;11 a 50;2007;2006-2009;6202;Actividades de consultoría informática y actividades de administración de instalaciones informáticas;62;Desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas), consultoría informática y actividades relacionadas;Software and Communications;Bogotá D.C.;Bogotá AM;Accionista;5;No;Si;;No aplica;1;6936;;Si;FNG;42;35-44;No;Sub 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;3;0;0;0;1;6;3;7;0;14;11;0;8;0;6;0;15;15;Bueno;Máxima altura entre 11 y 20;Menos de 30;0;;0;;;;0;ACTIVE;#N/D;3815;;;;;;;;;;;;;;;;;;;;;;;;;;
160972;3816; 20.000.000 ;0 a 100;1,3; 26.000.000 ;#REF!;12;0 a 12;240000000;565;0 a 580;;Nuevo;0;2020-12-09 00:00:00;2020-12-09;2020-12;2020-Q4;2020;KT - CO Compra de inventario;KT - CO;KT - CO;Mensual Tasa Fija;Comercio;Comercio;Comercio;Directo;Directo;Seed;3;1;0;1 a 10;2018;2018 en adelante;4781;Comercio al por menor de alimentos, bebidas y tabaco, en puestos de venta móviles;47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Medellín;Medellín AM;;6;No;No;;No aplica;1;7113;Pagado;Si;FNG;36;35-44;No;Sub 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;1;0;0;0;1;0;0;7;;;;;;;; ;;7;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;0;;;;0;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
978645;3814; 30.000.000 ;0 a 100;1,42; 42.600.000 ;#REF!;24;13 a 24;720000000;619;581 a 669;;Nuevo;0;2020-12-07 18:13:21;2020-12-07;2020-12;2020-Q4;2020;KT - EX Activaciones comerciales;KT - EX;Growth;Mensual Tasa Fija;Industria;Industria;Servicios;Digital;Posicionamiento;Seed;8;4;3;1 a 10;2016;2014-2017;5619;OTROS TIPOS DE EXPENDIO DE COMIDAS PREPARADAS N.C.P.;56;Actividades de servicios de comidas y bebidas;Tourism, Hotels and Restaurants;Bogotá D.C.;Bogotá AM;Accionista;4;No;Si;;No aplica;1;6873;;Si;FNG;35;35-44;No;Sub 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;6;0;3;0;4;0;0;0;0;6;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;0;;;;0;ACTIVE;#N/D;3814;;;;;;;;;;;;;;;;;;;;;;;;;;
959079;3682; 30.000.000 ;0 a 100;1,45; 43.500.000 ;#REF!;12;0 a 12;360000000;682;670 en adelante;;Renovación;1;2020-12-07 18:12:46;2020-12-07;2020-12;2020-Q4;2020;KT - CO Pago de nómina;KT - CO;KT - CO;Mensual Tasa Fija;Comercio;Comercio;Comercio;Partnerships;Partnerships;Seed;6;3;2;1 a 10;2016;2014-2017;4663;Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción;46;Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Cúcuta;Otros;;6;Si;No;;No aplica;2;6985;COVID19;No;FNG;36;35-44;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;1;0;0;0;;;;;;;;;;;; ;;1;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;0;;;;0;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
143055;3763; 20.000.000 ;0 a 100;1,31; 26.200.000 ;#REF!;12;0 a 12;240000000;745;670 en adelante;;Renovación;1;2020-12-04 18:15:28;2020-12-04;2020-12;2020-Q4;2020;KT - CO Pago de nómina;KT - CO;KT - CO;Mensual Tasa Fija;Servicios;Servicios;Servicios;Plataforma;Digital;Scale Up;18;10;2;11 a 50;2004;0 a 2005;6910;Actividades jurídicas;69;Actividades jurídicas y de contabilidad;Business Consulting;Bogotá D.C.;Bogotá AM;;6;Si;Si;;Social;2;7065;Pagado;No;FNG;49;Mayor de 45;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;7;0;0;0;0;0;0;0;;;;;;;; ;;7;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;0;;;;0;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
019846;3788; 55.000.000 ;0 a 100;1,42; 78.100.000 ;#REF!;6;0 a 12;330000000;623;581 a 669;;Renovación;1;2020-12-04 14:29:28;2020-12-04;2020-12;2020-Q4;2020;KT - CO Pago proveedores;KT - CO;KT - CO;Mensual Tasa Fija;Servicios;Servicios;Servicios;Digital;Posicionamiento;Seed;1;1;1;1 a 10;2016;2014-2017;5229;Otras actividades complementarias al transporte;52;Almacenamiento y actividades complementarias al transporte;Transport, Logistics;Bogotá D.C.;Bogotá AM;Accionista;5;No;Si;;No aplica;3;6859;COVID19 2.0;Si;FNG;48;Mayor de 45;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;; ;;0;Bueno;Siempre al día;Menos de 30;0;;0;;;;0;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
