Client_id; Valor ;Valor OK;Tasa de Interés;P.P.Tasa;Plazo;Plazo OK;Sempli Score;Cliente;Mes;Año ganado;Producto (Destinación) OK;Canal de Captura OK;Tipo de Empresa;Número de empleados;Número de empleados Mujeres;Año de Constitución;Actividad eco  SEMPLI;Ciudad;Ciudad agrupada;Estrato;Acceso a la banca;Mujeres Empresarias;Estado;Tipo de Garantía;Edad Empresarios;variable predictora
4084;80.000.000;0 a 100;1,4;112.000.000;36;25 a 36;920;Renovación;2021-02;2021;KT - CO;Directo;Seed;179;110;2014;Architecture, Design, Engineering;Medellín;Medellín AM;4;Si;Si;Abierto;Pagaré;58;1
55028;40.000.000;0 a 100;1,3;52.000.000;36;25 a 36;730;Nuevo;2021-02;2021;Growth;Posicionamiento;Seed;4;0;2017;Construction activities;Bogotá D.C.;Bogotá AM;3;No;No;Abierto;FNG;27;0
153;100.000.000;0 a 100;1,3;130.000.000;24;13 a 24;820;Nuevo;2021-02;2021;KT - CO;Partnerships;Seed;8;3;2014;Commerce, Mechants, Retail;Medellín;Medellín AM;4;No;Si;Abierto;FNG;41;0
40703;100.000.000;0 a 100;1,35;135.000.000;36;25 a 36;760;Nuevo;2021-02;2021;Growth;Partnerships;Scale Up;20;3;2014;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;5;No;No;Pagado;FNG;39;0
65430;70.000.000;0 a 100;1,4;98.000.000;6;0 a 12;740;Nuevo;2021-02;2021;KT - CO;Posicionamiento;Growth;64;13;1999;Architecture, Design, Engineering;Bogotá D.C.;Bogotá AM;3;No;No;Pagado;FNG;29;0
46706;30.000.000;0 a 100;1,3;39.000.000;36;25 a 36;880;Renovación;2021-02;2021;KT - CO;Posicionamiento;Seed;7;1;2016;Commerce, Mechants, Retail;Medellín;Medellín AM;4;No;No;Abierto;FNG;42;0
5588;35.000.000;0 a 100;1,4;49.000.000;12;0 a 12;1000;Renovación;2021-02;2021;KT - CO;Partnerships;Seed;18;8;2016;Services to businesses;Sabaneta;Medellín AM;4;Si;Si;Pagado;FNG;28;1
64826;20.000.000;0 a 100;1,55;31.000.000;24;13 a 24;730;Nuevo;2021-02;2021;KT - CO;Directo;Venture;19;4;2018;Architecture, Design, Engineering;Barranquilla;Otros;4;No;No;Abierto;FNG;38;0
43086;20.000.000;0 a 100;1,15;23.000.000;12;0 a 12;702;Renovación;2021-02;2021;KT - CO;Partnerships;Seed;11;2;2016;Services to individuals and household;Envigado;Medellín AM;4;Si;Si;Pagado;Pagaré;44;0
67818;100.000.000;0 a 100;1,35;135.000.000;24;13 a 24;880;Renovación;2021-02;2021;KT - CO;Partnerships;Venture;8;2;2015;Construction activities;Medellín;Medellín AM;4;Si;No;Abierto;FNG;41;1
5972;50.000.000;0 a 100;1,25;62.500.000;36;25 a 36;790;Nuevo;2021-02;2021;KT - CO;Partnerships;Venture;8;2;2011;Software and Communications;Medellín;Medellín AM;6;Si;No;Abierto;FNG;55;0
602;150.000.000;101 a 200;1,35;202.500.000;24;13 a 24;780;Renovación;2021-02;2021;KT - CO;Directo;Scale Up;30;8;2017;Manufacturing;Bogotá D.C.;Bogotá AM;6;Si;No;Pagado;FNG;30;1
19731;60.000.000;0 a 100;1,15;69.000.000;36;25 a 36;850;Nuevo;2021-02;2021;Growth;Partnerships;Seed;10;9;2015;Business Consulting;Bogotá D.C.;Bogotá AM;4;No;Si;Abierto;FNG;40;0
54504;25.000.000;0 a 100;1,35;33.750.000;12;0 a 12;860;Renovación;2021-02;2021;KT - CO;Posicionamiento;Seed;8;6;2015;Business Consulting;Bogotá D.C.;Bogotá AM;5;Si;No;Pagado;FNG;37;0
43715;50.000.000;0 a 100;1,15;57.500.000;24;13 a 24;820;Nuevo;2021-02;2021;KT - CO;Partnerships;Seed;2;0;2018;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;3;No;No;Abierto;FNG;40;0
88182;90.000.000;0 a 100;1,25;112.500.000;36;25 a 36;730;Nuevo;2021-02;2021;Growth;Directo;Scale Up;19;19;2013;Health;Bogotá D.C.;Bogotá AM;6;Si;No;Pagado;FNG;50;0
85259;35.000.000;0 a 100;1,35;47.250.000;24;13 a 24;730;Nuevo;2021-02;2021;Growth;Posicionamiento;Seed;30;15;2019;Software and Communications;Medellín;Medellín AM;4;No;No;Abierto;FNG;30;0
38795;100.000.000;0 a 100;1,55;155.000.000;36;25 a 36;760;Nuevo;2021-02;2021;Growth;Directo;Growth;51;15;2019;Commerce, Mechants, Retail;Medellín;Medellín AM;3;No;No;Abierto;FNG;39;1
89812;50.000.000;0 a 100;1,4;70.000.000;36;25 a 36;940;Renovación;2021-02;2021;Growth;Posicionamiento;Seed;7;3;2014;Business Consulting;Bogotá D.C.;Bogotá AM;4;No;No;Abierto;Pagaré;33;0
24895;100.000.000;0 a 100;1,25;125.000.000;36;25 a 36;815;Renovación;2021-02;2021;KT - CO;Digital;Scale Up;91;63;2014;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;3;Si;No;Abierto;FNG;36;0
57208;20.000.000;0 a 100;1,15;23.000.000;12;0 a 12;650;Renovación;2021-02;2021;Growth;Partnerships;Growth;80;9;2017;Manufacturing;Medellín;Medellín AM;4;Si;No;Pagado;Pagaré;44;0
56054;200.000.000;101 a 200;1,37;274.000.000;24;13 a 24;880;Renovación;2021-02;2021;KT - CO;Directo;Venture;15;3;2014;Construction activities;Bogotá D.C.;Bogotá AM;3;No;Si;Abierto;FNG;25;0
57354;20.000.000;0 a 100;1,38;27.600.000;12;0 a 12;890;Renovación;2021-02;2021;KT - CO;Directo;Venture;9;8;2017;Manufacturing;Medellín;Medellín AM;4;Si;No;Pagado;FNG;49;0
40872;100.000.000;0 a 100;1,3;130.000.000;6;0 a 12;880;Renovación;2021-02;2021;Growth;Directo;Venture;3;1;2015;Business Consulting;Envigado;Medellín AM;6;Si;No;Pagado;FNG;41;0
73925;60.000.000;0 a 100;1,35;81.000.000;36;25 a 36;820;Nuevo;2021-02;2021;KT - CO;Posicionamiento;Seed;11;9;2018;Manufacturing;Cartagena;Otros;2;No;Si;Abierto;FNG;26;0
95819;25.000.000;0 a 100;1,35;33.750.000;18;13 a 24;730;Nuevo;2021-02;2021;Growth;Directo;Seed;2;0;2018;Construction activities;Bogotá D.C.;Bogotá AM;6;No;No;Abierto;FNG;37;0
65923;50.000.000;0 a 100;1,15;57.500.000;36;25 a 36;830;Nuevo;2021-02;2021;Growth;Posicionamiento;Seed;6;2;2015;Architecture, Design, Engineering;Bogotá D.C.;Bogotá AM;4;No;No;Abierto;FNG;29;0
94251;20.000.000;0 a 100;1,15;23.000.000;24;13 a 24;820;Renovación;2021-02;2021;KT - CO;Digital;Seed;15;13;2008;Architecture, Design, Engineering;Bogotá D.C.;Bogotá AM;5;No;No;Abierto;FNG;37;0
49768;100.000.000;0 a 100;1,4;140.000.000;24;13 a 24;740;Nuevo;2021-02;2021;Growth;Posicionamiento;Seed;16;7;2017;Software and Communications;Medellín;Medellín AM;3;No;Si;Abierto;FNG;30;0
92785;50.000.000;0 a 100;1,25;62.500.000;24;13 a 24;760;Nuevo;2021-02;2021;KT - CO;Partnerships;Seed;2;1;2020;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;4;No;No;Pagado;FNG;33;0
90861;100.000.000;0 a 100;1,55;155.000.000;36;25 a 36;740;Renovación;2021-02;2021;KT - CO;Directo;Growth;38;12;2016;Construction activities;Barranquilla;Otros;3;Si;No;Abierto;FNG;44;1
14638;80.000.000;0 a 100;1,25;100.000.000;36;25 a 36;760;Nuevo;2021-02;2021;Growth;Partnerships;Venture;15;6;2016;Software and Communications;Bogotá D.C.;Bogotá AM;4;No;Si;Abierto;FNG;34;0
35876;200.000.000;101 a 200;1,45;290.000.000;36;25 a 36;660;Nuevo;2021-02;2021;Growth;Posicionamiento;Venture;21;2;2017;Architecture, Design, Engineering;Bogotá D.C.;Bogotá AM;3;No;Si;Pagado;FNG;37;0
29230;100.000.000;0 a 100;1,52;152.000.000;36;25 a 36;940;Renovación;2021-02;2021;KT - CO;Directo;Venture;8;4;2015;Business Consulting;Bogotá D.C.;Bogotá AM;5;Si;No;Abierto;FNG;47;0
79362;100.000.000;0 a 100;1,35;135.000.000;36;25 a 36;1000;Renovación;2021-02;2021;KT - CO;Partnerships;Seed;6;0;2018;Commerce, Mechants, Retail;Medellín;Medellín AM;3;Si;No;Abierto;FNG;24;0
86779;100.000.000;0 a 100;1,2;120.000.000;24;13 a 24;790;Nuevo;2021-02;2021;KT - CO;Posicionamiento;Venture;20;5;2016;Software and Communications;Bogotá D.C.;Bogotá AM;6;Si;No;Abierto;FNG;29;0
63806;20.000.000;0 a 100;1,34;26.800.000;24;13 a 24;710;Renovación;2021-02;2021;KT - CO;Partnerships;Seed;5;1;2016;Business Consulting;Medellín;Medellín AM;5;No;Si;Pagado;FNG;39;1
27893;18.496.400;0 a 100;1,5;27.744.600;36;25 a 36;667;Renovación;2021-02;2021;KT - CO;Digital;Seed;2;2;2016;Commerce, Mechants, Retail;Barranquilla;Otros;4;Si;Si;Abierto;FNG;29;1
71014;23.237.513;0 a 100;1,66;38.574.271;36;25 a 36;627;Renovación;2021-02;2021;KT - CO;Partnerships;Seed;2;1;2018;Manufacturing;Medellín;Medellín AM;5;Si;Si;Abierto;Pagaré;28;0
94654;68.445.022;0 a 100;1,65;112.934.287;24;13 a 24;711;Renovación;2021-03;2021;Growth;Partnerships;Seed;12;1;2017;Education, Culture, Entertainament;Bogotá D.C.;Bogotá AM;5;Si;No;Abierto;Pagaré;31;1
41244;79.641.803;0 a 100;1,48;117.869.869;25;25 a 36;679;Renovación;2021-03;2021;Growth;Posicionamiento;Scale Up;65;20;2019;Manufacturing;Bogotá D.C.;Bogotá AM;3;Si;No;Castigo;Pagaré;42;1
65267;306.126.648;301 a 400;1,15;352.045.646;45;37 en adelante;701;Renovación;2021-03;2021;Growth;Partnerships;Venture;80;32;2016;Education, Culture, Entertainament;Bogotá D.C.;Bogotá AM;0;Si;No;Abierto;Pagaré;57;0
89249;282.825.502;201 a 300;1,57;444.036.038;13;13 a 24;679;Renovación;2021-03;2021;Growth;Partnerships;Seed;28;7;2016;Architecture, Design, Engineering;Bogotá D.C.;Bogotá AM;4;Si;Si;Castigo;Pagaré;40;1
617;207.250.258;201 a 300;1,49;308.802.885;50;37 en adelante;708;Renovación;2021-03;2021;Growth;Digital;Seed;11;7;2017;Services to businesses;Bogotá D.C.;Bogotá AM;3;Si;No;Abierto;Pagaré;40;0
17916;156.011.649;101 a 200;1,45;226.216.891;36;25 a 36;663;Renovación;2021-03;2021;KT - CO;Digital;Growth;8;2;2016;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;4;Si;Si;Abierto;Pagaré;32;0
99247;64.991.754;0 a 100;1,63;105.936.559;46;37 en adelante;654;Renovación;2021-03;2021;KT - CO;Digital;Venture;8;3;2009;Commerce, Mechants, Retail;Medellín;Medellín AM;3;Si;No;Castigo;Pagaré;29;1
8491;11.163.547;0 a 100;1,34;14.959.154;18;13 a 24;752;Renovación;2021-03;2021;KT - CO;Posicionamiento;Seed;5;1;2018;Manufacturing;Bogotá D.C.;Bogotá AM;4;Si;Si;Abierto;FNG;30;1
93388;80.000.000;0 a 100;1,4;112.000.000;36;25 a 36;730;Nuevo;2021-03;2021;Growth;Directo;Venture;13;10;2016;Health;Bogotá D.C.;Bogotá AM;3;No;No;Abierto;FNG;27;0
78309;30.000.000;0 a 100;1,25;37.500.000;24;13 a 24;730;Nuevo;2021-03;2021;Growth;Posicionamiento;Seed;7;1;2019;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;4;No;No;Abierto;FNG;30;0
49547;50.000.000;0 a 100;1,25;62.500.000;36;25 a 36;760;Nuevo;2021-03;2021;KT - CO;Partnerships;Seed;1;1;2016;Education, Culture, Entertainament;Bogotá D.C.;Bogotá AM;3;No;Si;Abierto;FNG;43;0
71727;50.000.000;0 a 100;1,2;60.000.000;36;25 a 36;820;Nuevo;2021-03;2021;KT - CO;Posicionamiento;Seed;7;4;2017;Tourism, Hotels and Restaurants;Bogotá D.C.;Bogotá AM;4;No;No;Abierto;FNG;27;1
28047;50.000.000;0 a 100;1,25;62.500.000;36;25 a 36;760;Nuevo;2021-03;2021;Growth;Partnerships;Seed;10;4;2018;Manufacturing;Bogotá D.C.;Bogotá AM;2;No;No;Abierto;FNG;36;0
54545;50.000.000;0 a 100;1,35;67.500.000;12;0 a 12;760;Nuevo;2021-03;2021;Growth;Partnerships;Seed;5;2;2020;Manufacturing;Medellín;Medellín AM;3;No;No;Pagado;FNG;29;0
78530;30.000.000;0 a 100;1,15;34.500.000;36;25 a 36;850;Nuevo;2021-03;2021;KT - CO;Partnerships;Seed;8;4;2017;Manufacturing;Bogotá D.C.;Bogotá AM;3;Si;Si;Abierto;FNG;47;0
14708;50.000.000;0 a 100;1,25;62.500.000;36;25 a 36;730;Nuevo;2021-03;2021;Growth;Posicionamiento;Seed;12;8;2012;Business Consulting;Bogotá D.C.;Bogotá AM;3;No;No;Abierto;FNG;38;1
98703;200.000.000;101 a 200;1,15;230.000.000;36;25 a 36;790;Nuevo;2021-03;2021;KT - CO;Partnerships;Venture;30;13;2017;Software and Communications;Bogotá D.C.;Bogotá AM;4;Si;No;Abierto;FNG;40;1
84953;70.000.000;0 a 100;1,4;98.000.000;36;25 a 36;730;Nuevo;2021-03;2021;KT - CO;Posicionamiento;Seed;6;3;2020;Commerce, Mechants, Retail;Medellín;Medellín AM;3;No;No;Abierto;FNG;34;0
47058;70.000.000;0 a 100;1,25;87.500.000;36;25 a 36;850;Nuevo;2021-03;2021;Growth;Posicionamiento;Seed;5;1;2019;Software and Communications;Barranquilla;Otros;3;Si;No;Abierto;FNG;29;0
45149;25.000.000;0 a 100;1,15;28.750.000;36;25 a 36;820;Nuevo;2021-03;2021;KT - CO;Posicionamiento;Seed;4;3;2008;Business Consulting;Bogotá D.C.;Bogotá AM;4;No;No;Abierto;FNG;54;0
80578;50.000.000;0 a 100;1,45;72.500.000;36;25 a 36;660;Nuevo;2021-03;2021;KT - CO;Partnerships;Seed;26;23;2017;Education, Culture, Entertainament;Bogotá D.C.;Bogotá AM;4;No;Si;Abierto;FNG;27;1
54174;200.000.000;101 a 200;1,35;270.000.000;36;25 a 36;890;Renovación;2021-03;2021;KT - CO;Posicionamiento;Venture;8;3;2020;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;3;Si;Si;Abierto;FNG;54;0
50016;100.000.000;0 a 100;1,25;125.000.000;18;13 a 24;760;Nuevo;2021-03;2021;KT - CO;Posicionamiento;Seed;7;2;2015;Construction activities;Bogotá D.C.;Bogotá AM;5;No;No;Pagado;FNG;37;0
29897;150.000.000;101 a 200;1,25;187.500.000;36;25 a 36;715;Nuevo;2021-03;2021;KT - CO;Directo;Scale Up;76;19;2011;Services to individuals and household;Envigado;Medellín AM;5;Si;No;Abierto;FNG;35;1
99550;100.000.000;0 a 100;1,15;115.000.000;36;25 a 36;820;Nuevo;2021-03;2021;KT - CO;Posicionamiento;Seed;12;9;2017;Business Consulting;Bogotá D.C.;Bogotá AM;5;No;No;Abierto;FNG;39;0
58858;40.000.000;0 a 100;1,25;50.000.000;24;13 a 24;760;Nuevo;2021-03;2021;Growth;Directo;Seed;5;1;2012;Commerce, Mechants, Retail;Envigado;Medellín AM;4;No;No;Abierto;FNG;37;0
35909;30.000.000;0 a 100;1,15;34.500.000;36;25 a 36;820;Nuevo;2021-03;2021;Growth;Partnerships;Seed;2;1;2018;Business Consulting;Medellín;Medellín AM;6;No;Si;Abierto;FNG;32;0
95342;35.000.000;0 a 100;1,15;40.250.000;36;25 a 36;870;Renovación;2021-03;2021;Growth;Digital;Venture;70;63;2013;Architecture, Design, Engineering;Bogotá D.C.;Bogotá AM;5;No;No;Abierto;FNG;33;0
93004;50.000.000;0 a 100;1,25;62.500.000;36;25 a 36;730;Nuevo;2021-03;2021;KT - CO;Partnerships;Seed;4;3;2016;Commerce, Mechants, Retail;Medellín;Medellín AM;5;No;No;Abierto;FNG;36;0
9486;100.000.000;0 a 100;1,15;115.000.000;36;25 a 36;850;Nuevo;2021-03;2021;KT - CO;Posicionamiento;Seed;16;3;2015;Construction activities;Bogotá D.C.;Bogotá AM;3;Si;No;Abierto;FNG;42;0
70438;150.000.000;101 a 200;1,25;187.500.000;36;25 a 36;790;Nuevo;2021-03;2021;KT - CO;Posicionamiento;Venture;29;2;2014;Construction activities;Mosquera;Otros;3;Si;No;Abierto;FNG;36;0
38051;35.000.000;0 a 100;1,35;47.250.000;24;13 a 24;970;Renovación;2021-03;2021;Growth;Posicionamiento;Seed;4;1;2010;Commerce, Mechants, Retail;Barranquilla;Otros;4;Si;Si;Abierto;Pagaré;44;0
31212;25.000.000;0 a 100;1,25;31.250.000;36;25 a 36;730;Nuevo;2021-03;2021;KT - CO;Posicionamiento;Seed;6;5;2018;Business Consulting;Bogotá D.C.;Bogotá AM;3;No;No;Abierto;FNG;52;0
15982;40.000.000;0 a 100;1,25;50.000.000;36;25 a 36;730;Nuevo;2021-03;2021;KT - CO;Posicionamiento;Seed;10;6;2019;Health;Bogotá D.C.;Bogotá AM;4;No;Si;Abierto;FNG;32;0
74867;50.000.000;0 a 100;1,15;57.500.000;24;13 a 24;820;Nuevo;2021-03;2021;KT - CO;Partnerships;Seed;3;3;2000;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;3;No;Si;Abierto;FNG;51;0
71411;100.000.000;0 a 100;1,25;125.000.000;12;0 a 12;880;Renovación;2021-03;2021;KT - CO;Partnerships;Growth;42;10;2015;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;4;Si;No;Pagado;FNG;45;0
50192;20.000.000;0 a 100;1,25;25.000.000;36;25 a 36;760;Nuevo;2021-03;2021;Growth;Posicionamiento;Seed;22;18;2018;Manufacturing;Medellín;Medellín AM;3;No;Si;Pagado;FNG;29;0
75856;100.000.000;0 a 100;1,4;140.000.000;36;25 a 36;900;Renovación;2021-03;2021;KT - CO;Digital;Seed;12;6;2014;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;4;Si;No;Abierto;FNG;32;0
43229;120.000.000;101 a 200;1,25;150.000.000;36;25 a 36;850;Nuevo;2021-03;2021;Growth;Directo;Seed;15;8;2016;Software and Communications;Medellín;Medellín AM;6;Si;No;Abierto;FNG;33;0
61748;50.000.000;0 a 100;1,35;67.500.000;36;25 a 36;730;Nuevo;2021-03;2021;KT - CO;Partnerships;Seed;5;0;2018;Manufacturing;Medellín;Medellín AM;4;No;No;Pagado;FNG;45;0
31232;200.000.000;101 a 200;1,25;250.000.000;36;25 a 36;730;Nuevo;2021-03;2021;Growth;Posicionamiento;Venture;32;18;2019;Transport, Logistics;Bogotá D.C.;Bogotá AM;5;No;Si;Abierto;FNG;33;0
85377;80.000.000;0 a 100;1,45;116.000.000;36;25 a 36;690;Nuevo;2021-03;2021;Growth;Directo;Seed;6;0;2018;Manufacturing;Bogotá D.C.;Bogotá AM;5;Si;No;Pagado;FNG;32;0
48487;140.000.000;101 a 200;1,25;175.000.000;48;37 en adelante;730;Nuevo;2021-03;2021;Growth;Directo;Seed;2;0;2019;Commerce, Mechants, Retail;Medellín;Medellín AM;4;No;No;Abierto;FNG;27;0
44559;90.000.000;0 a 100;1,35;121.500.000;36;25 a 36;850;Renovación;2021-03;2021;KT - CO;Partnerships;Venture;10;1;2018;Commerce, Mechants, Retail;Medellín;Medellín AM;3;Si;No;Abierto;FNG;38;0
6831;80.000.000;0 a 100;1,25;100.000.000;36;25 a 36;730;Nuevo;2021-03;2021;Growth;Posicionamiento;Seed;6;2;2020;Software and Communications;Medellín;Medellín AM;5;No;No;Abierto;FNG;42;0
8821;90.000.000;0 a 100;1,25;112.500.000;36;25 a 36;760;Nuevo;2021-03;2021;KT - CO;Directo;Seed;6;5;2020;Commerce, Mechants, Retail;Medellín;Medellín AM;5;No;Si;Abierto;FNG;44;0
60259;100.000.000;0 a 100;1,48;148.000.000;36;25 a 36;970;Renovación;2021-03;2021;Growth;Digital;Venture;10;6;2012;Commerce, Mechants, Retail;Barranquilla;Otros;3;Si;No;Abierto;FNG;39;0
18279;22.000.000;0 a 100;1,15;25.300.000;24;13 a 24;820;Nuevo;2021-03;2021;KT - CO;Posicionamiento;Seed;1;0;2016;Manufacturing;Bogotá D.C.;Bogotá AM;2;Si;No;Abierto;FNG;32;1
8176;50.000.000;0 a 100;1,25;62.500.000;36;25 a 36;730;Nuevo;2021-03;2021;KT - CO;Posicionamiento;Seed;20;4;2016;Software and Communications;Bogotá D.C.;Bogotá AM;3;No;No;Abierto;FNG;37;1
77224;50.000.000;0 a 100;1,15;57.500.000;36;25 a 36;850;Nuevo;2021-03;2021;KT - CO;Partnerships;Seed;4;3;2013;Architecture, Design, Engineering;Bogotá D.C.;Bogotá AM;3;Si;No;Abierto;FNG;34;0
5759;90.000.000;0 a 100;1,35;121.500.000;36;25 a 36;730;Nuevo;2021-03;2021;KT - CO;Posicionamiento;Seed;6;2;2019;Software and Communications;Medellín;Medellín AM;3;No;No;Pagado;FNG;37;0
16026;100.000.000;0 a 100;1,15;115.000.000;36;25 a 36;715;Nuevo;2021-03;2021;KT - CO;Posicionamiento;Seed;7;3;2012;Services to businesses;Bogotá D.C.;Bogotá AM;6;Si;No;Abierto;FNG;36;0
43134;50.000.000;0 a 100;1,25;62.500.000;36;25 a 36;850;Nuevo;2021-03;2021;KT - CO;Partnerships;Seed;3;1;2012;Commerce, Mechants, Retail;Medellín;Medellín AM;3;Si;No;Abierto;FNG;37;0
42949;100.000.000;0 a 100;1,15;115.000.000;36;25 a 36;820;Nuevo;2021-03;2021;KT - CO;Partnerships;Seed;4;3;2016;Manufacturing;Bogotá D.C.;Bogotá AM;4;No;Si;Abierto;FNG;32;1
46706;30.000.000;0 a 100;1,15;34.500.000;36;25 a 36;920;Renovación;2021-03;2021;KT - CO;Posicionamiento;Seed;7;1;2016;Commerce, Mechants, Retail;Medellín;Medellín AM;4;No;No;Abierto;FNG;42;0
14718;31.677.751;0 a 100;1,62;51.317.957;28;25 a 36;654,5;Renovación;2021-03;2021;Growth;Posicionamiento;Seed;5;2;2017;Commerce, Mechants, Retail;Barranquilla;Otros;3;No;No;Abierto;Pagaré;24;0
17916;78.222.419;0 a 100;1,48;115.769.180;18;13 a 24;663;Renovación;2021-03;2021;KT - CO;Digital;Growth;8;2;2016;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;4;Si;Si;Abierto;Pagaré;32;0
49338;168.519.883;101 a 200;1,57;264.576.216;44;37 en adelante;668;Renovación;2021-03;2021;KT - CO;Posicionamiento;Seed;6;4;2018;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;5;No;Si;Abierto;Pagaré;36;1
14800;124.175.132;101 a 200;1,54;191.229.703;50;37 en adelante;710;Renovación;2021-03;2021;KT - CO;Partnerships;Venture;32;10;2016;Tourism, Hotels and Restaurants;Medellín;Medellín AM;3;Si;No;Abierto;Pagaré;28;0
41275;37.891.731;0 a 100;1,15;43.575.491;36;25 a 36;745,6666667;Renovación;2021-03;2021;SP;Partnerships;Seed;14;10;2015;Manufacturing;Medellín;Medellín AM;6;No;Si;Abierto;Pagaré;35;0
48364;158.715.677;101 a 200;1,67;265.055.180;50;37 en adelante;652;Renovación;2021-03;2021;Growth;Partnerships;Venture;30;15;2016;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;6;No;No;Abierto;Pagaré;31;0
86756;306.680.581;301 a 400;1,45;444.686.842;50;37 en adelante;692,3333333;Renovación;2021-03;2021;KT - CO;Directo;Scale Up;15;12;2007;Commerce, Mechants, Retail;Medellín;Medellín AM;5;Si;Si;Abierto;Pagaré;41;1
38979;15.314.407;0 a 100;1,29;19.755.585;24;13 a 24;717,3333333;Renovación;2021-03;2021;KT - CO;Posicionamiento;Scale Up;25;12;2016;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;4;Si;No;Abierto;FNG;45;1
3834;200.000.000;101 a 200;1,25;250.000.000;36;25 a 36;790;Nuevo;2021-04;2021;Growth;Posicionamiento;Venture;11;5;2010;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;3;Si;No;Abierto;FNG;59;0
25826;90.000.000;0 a 100;1,25;112.500.000;36;25 a 36;820;Nuevo;2021-04;2021;Growth;Directo;Seed;7;2;2016;Manufacturing;Medellín;Medellín AM;4;No;No;Abierto;FNG;34;0
58757;200.000.000;101 a 200;1,25;250.000.000;36;25 a 36;730;Nuevo;2021-04;2021;Growth;Posicionamiento;Scale Up;16;6;2019;Manufacturing;Bogotá D.C.;Bogotá AM;5;No;No;Abierto;FNG;60;0
73039;100.000.000;0 a 100;1,47;147.000.000;36;25 a 36;1000;Renovación;2021-04;2021;KT - CO;Posicionamiento;Venture;6;1;2015;Services to businesses;Bogotá D.C.;Bogotá AM;4;Si;No;Abierto;Pagaré;38;0
74361;25.000.000;0 a 100;1,15;28.750.000;36;25 a 36;820;Nuevo;2021-04;2021;KT - CO;Posicionamiento;Seed;3;2;2020;Manufacturing;Envigado;Medellín AM;5;No;No;Abierto;FNG;30;0
82328;20.000.000;0 a 100;1,25;25.000.000;36;25 a 36;730;Nuevo;2021-04;2021;Growth;Partnerships;Seed;3;1;2019;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;3;No;No;Abierto;FNG;38;0
95933;100.000.000;0 a 100;1,25;125.000.000;36;25 a 36;850;Renovación;2021-04;2021;KT - CO;Posicionamiento;Scale Up;26;6;2008;Services to businesses;Bogotá D.C.;Bogotá AM;3;Si;No;Abierto;FNG;28;1
73105;50.000.000;0 a 100;1,25;62.500.000;36;25 a 36;730;Nuevo;2021-04;2021;Growth;Partnerships;Seed;7;3;2019;Manufacturing;Bogotá D.C.;Bogotá AM;4;No;No;Abierto;FNG;29;0
92833;50.000.000;0 a 100;1,25;62.500.000;12;0 a 12;730;Nuevo;2021-04;2021;KT - CO;Posicionamiento;Seed;2;0;2019;Commerce, Mechants, Retail;Medellín;Medellín AM;5;No;No;Pagado;FNG;37;0
93033;200.000.000;101 a 200;1,25;250.000.000;12;0 a 12;730;Nuevo;2021-04;2021;KT - CO;Directo;Seed;1;0;2020;Commerce, Mechants, Retail;Medellín;Medellín AM;5;No;No;Pagado;FNG;51;0
75240;50.000.000;0 a 100;1,25;62.500.000;36;25 a 36;630;Nuevo;2021-04;2021;KT - CO;Posicionamiento;Seed;8;2;2016;Architecture, Design, Engineering;Bogotá D.C.;Bogotá AM;4;No;No;Abierto;FNG;36;0
59212;50.000.000;0 a 100;1,35;67.500.000;18;13 a 24;730;Nuevo;2021-04;2021;KT - CO;Partnerships;Seed;17;5;2014;Manufacturing;Bogotá D.C.;Bogotá AM;3;No;No;Abierto;FNG;28;0
94977;100.000.000;0 a 100;1,35;135.000.000;36;25 a 36;730;Nuevo;2021-04;2021;KT - CO;Posicionamiento;Venture;30;18;2018;Transport, Logistics;Bogotá D.C.;Bogotá AM;3;No;Si;Abierto;FNG;38;1
6264;60.000.000;0 a 100;1,35;81.000.000;36;25 a 36;730;Nuevo;2021-04;2021;KT - CO;Directo;Seed;3;2;2018;Commerce, Mechants, Retail;Pereira;Otros;4;No;No;Abierto;FNG;44;0
74948;30.000.000;0 a 100;1,35;40.500.000;36;25 a 36;790;Nuevo;2021-04;2021;KT - CO;Posicionamiento;Seed;2;0;2018;Commerce, Mechants, Retail;Barranquilla;Otros;3;No;No;Abierto;FNG;37;1
63091;60.000.000;0 a 100;1,25;75.000.000;36;25 a 36;730;Nuevo;2021-04;2021;Growth;Directo;Seed;12;9;2020;Services to individuals and household;Bogotá D.C.;Bogotá AM;3;No;No;Abierto;FNG;48;0
